Title,Company,Location,Date Posted,Technologies,Experience,Contract Type,Job Type,Seniority,Description,URL
Arquitecto/a Big Data,Second Window,N/A,28/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						Te ofrecemos crecer con nosotros en una de nuestras unidades tecnológicas como Senior Big Data Architect  en una posición estable, a largo plazo y con un gran desarrollo profesional, en un puesto en modalidad hibrida (3 dias teletrabajo y 2 en oficina) en Madrid.
Se busca un perfil con experiencia como Arquitecto/a Big Data.
¿Qué necesitamos?
Mínimo 5 años de experiencia en proyectos de implantación de Big Data.
Experiencia demostrada en diseño de soluciones Big Data y Data analytics de acuerdo a los requerimientos del cliente.
Excelentes habilidades de comunicación, en conversaciones a nivel CxO, capacidad para adaptar el mensaje al feedback del cliente, etc.
Experiencia en trabajar en entornos multilingües y multiculturales.
Ser proactivo con capacidad para coordinar, planificar, priorizar y manejar prioridades cambiantes.
Habilidades técnicas:
Experiencia en definición de arquitectura Big Data con diferentes herramientas y entornos: Cloud (AWS, Azure y GCP), Cloudera, bases de datos No-sql (Cassandra, Mongo DB), Databricks, ELK, Kafka, Snowflake, etc.
Aconsejable:
Experiencia en Ingeniería de Datos y herramientas de calidad de datos (Informatica, Talend, etc.)
Experiencia en soluciones de Data Governance y Data Catalog : IBM, Axon, Informatica EDC, Colibra, Purview, etc.
Traducción realizada con la versión gratuita del traductor DeepL.com
¿Qué ofrecemos?
· Contratación indefinida
· Modalidad: HIBRIDO (3 días en remoto y 2 días en oficina)
· Rango salarial: 45-52K b/a (en función de la experiencia y expectativas del candidato).
· Beneficios sociales: Seguro médico privado y seguro de vida
· Retribución flexible: tickets restaurante, tickets guardería, tarjeta transporte
· 23 días de vacaciones y el día de tu cumpleaños
· Plan de formación personalizado.
Si sientes que podrías encajar y te apetece la experiencia, ¡ponte en contacto con nosotros! Y te daremos toda la información que necesites.
¡Abre una nueva ventana a tu futuro con Second Window! ¡Inscríbete!",https://www.tecnoempleo.com/arquitecto-big-data-second-window/big-data-aws-azure/rf-58e1186dd221d33b774d
API Support Engineer,Bcnc Group,N/A,28/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						En BCNC GROUP, estamos en búsqueda de un API Support Engineer (100% remoto), para formar parte de un equipo multidisciplinar en la compañía más grande en el sector telecomunicaciones.
Requisitos:
Experiencia con API Rest, Swagger, Open ID y OpenAPI.
Experiencia dando soporte técnico y solución de incidencias.
Imprescindible Grado en Ingeniería en informática, Sistemas o similar.
Experiencia con OAuth 2.0.
Experiencia y/o conocimientos de Kubernetes y plataformas en la nube (como Azure y AWS).
Experiencia con el lenguaje de consulta Kibana para verificar registros.
Conocimiento de protocolos de red, TCP/IP y redes fijas y móviles.
Experiencia con Node.js.
Fuertes habilidades de comunicación, con la capacidad de comunicar claramente conceptos técnicos a las partes interesadas técnicas y no técnicas.
Fluidez en inglés, escrito.
Funciones:
Ayudar a nuestros partners en la integración temprana con nuestras API y capacidades de Big Data, orientándolos para que las comprendan y las utilicen.
Brindar asesoramiento sobre alternativas de integración y explicar los flujos y escenarios de integración.
Brindar soporte en problemas de integración, incluida la depuración de escenarios de error.
Administrar el entorno de integración, incluido el aprovisionamiento, la configuración y la realización de resolución de problemas de alto nivel.
Crear y administrar simulacros de API para pruebas de integración.
¿Qué ofrecemos?
Contrato indefinido en una compañía de Tecnología e Ingeniería 100% digital.
Un modelo de trabajo 100% remoto para la conciliación y disfrute de tiempo libre.
Flexibilidad real: Un horario flexible de entrada/salida para que seas tu quien gestione su tiempo de la manera óptima.
Innovación: Proyectos retadores con tecnologías de vanguardia.
Formación: Un programa de formación personalizado y alineado en lo que más te apasione. Acceso a distintas plataformas educativas: Udemy, OpenWebinars, entre otras que surjan a partir de tus necesidades e intereses.
Desarrollo profesional: Un modelo de talento donde podrás evolucionar a través de la experiencia, logros y habilidades que irás adquiriendo dentro de BCNC Group.
Vacaciones: contarás con 23 días laborables de vacaciones + 2 días (24 y 31 de diciembre por convenio) y porque no todo es trabajo, todos los viernes del año y verano de jornada intensiva.
Plan de retribución flexible: Podrás disfrutar de un plan flexible que te hará la vida más cómoda.
Plan de referidos: Si, tus recomendaciones cuentan y cada vez que se incorpore a BCNC Group una persona que referencies recibirás una compensación económica por ello.
Y sobre todo... un buen entorno laboral: ¡nuestros colaboradores puntúan un 4.7 sobre 5 su experiencia en BCNC Group!.
¡Si estás buscando desarrollar tu carrera profesional en un entorno estimulante y desafiante, BCNC Group es el lugar para ti!.
¿Te interesa?
BCNC GROUP somos una empresa de ingeniería y tecnología con operaciones en España, UK, Alemania, Francia y Suecia. Trabajamos con las multinacionales más prestigiosas de Europa ayudándoles a implementar sus proyectos estratégicos.",https://www.tecnoempleo.com/api-support-engineer-bcnc-group/api-rest-swagger-openapi-tcp-ip-redes-azur/rf-5b9918dfc2df4344c84f
Data Engineer - Fintech,Ebury,N/A,28/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						Ebury is a leading global fintech company that empowers businesses to trade and grow internationally. It offers a comprehensive suite of products, including international payments and collections, FX risk management, trade finance, and API integrations. Founded in 2009 by Juan Lobato and Salvador García, Ebury is one of the fastest-growing global fintechs, with over 1,700 employees and 38 offices in more than 25 countries.
Data Engineer - Fintech 
Madrid Office - Hybrid: 4 days in the office, 1 day working from home
Join Our Data Team at Ebury Madrid Office.
Ebury´s strategic growth plan would not be possible without our Data team and we are seeking a Data Engineer to join our Data Engineering team!
Our data mission is to develop and maintain Ebury´s Data Warehouse and serve it to the whole company, where Data Scientists, Data Engineers, Analytics Engineers and Data Analysts work collaboratively to:
- Build ETLs and data pipelines to serve data in our platform
- Provide clean, transformed data ready for analysis and used by our BI tool
- Develop department and project specific data models and serve these to teams across the company to drive decision making
- Automate end solutions so we can all spend time on high-value analysis rather than running data extracts
What we offer:
- Competitive salary and benefits package 
- Discretionary bonus based on performance
- Continued personal development through training and certification
- We are Open Source friendly, following Open Source principles in our internal projects and encouraging contributions to external projects
Responsibilities:
- Be mentored by one of our outstanding performance team member along a 30/60/90 plan designed only for you
- Participate in data modelling reviews and discussions to validate the model´s accuracy, completeness, and alignment with business objectives.
- Design, develop, deploy and maintain ELT/ETL data pipelines from a variety of data sources (transactional databases, REST APIs, file-based endpoints).
- Serve hands-on delivery of data models using solid software engineering practices (eg. version control, testing, CI/CD)
- Manage overall pipeline orchestration using Airflow (hosted in Cloud Composer), as well as execution using GCP hosted services such as Container Registry, Artifact Registry, Cloud Run, Cloud Functions, and GKE.
- Work on reducing technical debt by addressing code that is outdated, inefficient, or no longer aligned with best practices or business needs.
- Collaborate with team members to reinforce best practices across the platform, encouraging a shared commitment to quality.
- Help to implement data governance policies, including data quality standards, data access control, and data classification.
- Identify opportunities to optimise and refine existing processes.
About you:
- 3+ years of data/analytics engineering experience building, maintaining & optimising data pipelines & ETL processes on big data environments
- Proficiency in Python, SQL and Airflow
- Knowledge of software engineering practices in data (SDLC, RFC...)
- Stay informed about the latest developments and industry standards in Data
- Fluency in English
If you´re excited about this job opportunity but your background doesn´t match exactly the requirements in the job description, we strongly encourage you to apply anyway. You may be just the right candidate for this or other positions we have.
#LI-CG1
About Us
Ebury is a FinTech success story, positioned among the fastest-growing international companies in its sector.
Founded in 2009, we are headquartered in London and have more than 1700 staff with a presence in more than 25 countries worldwide. Cultural diversity is part of what makes Ebury a special place to be. From Sao Paulo to Dubai, Bucharest to Toronto, we enjoy sharing team experiences and celebrating success across the Ebury family.",https://www.tecnoempleo.com/data-engineer-fintech-ebury/etl-data-bi/rf-8c8519da622583f98d46
Data Platform Developer,Michael Page,Barcelona,España,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						Perfil buscado (Hombre/Mujer)
 
The individual must have strong technical skills as well as the ability to communicate and work closely with other resources in and outside of the hub team to ensure collaboration in the end-to-end delivery of solutions. PageGroup´s strategic, global data platform has recently been implemented and the Data Platform Developer will bring their expertise to further enhance and develop the technological foundations that have been put in place.
 
- Design, develop, test and document high quality technical data solutions according to business demand/requirements  
- Work closely with the rest of the delivery hub to provide a global service, with regional focus where necessary  
- Understand regional specific requirements and translate them to global solutions where possible, but regional where necessary  
- Collaborate with key resources across the wider Business Technology team to help foster a global team environment  
- Play key role in the successful implementation of our delivery process (iterative/agile) within the global delivery hub  
- Work closely with both the Technical Delivery Manager and Operations Manager to ensure end-to-end solutions are produced and introduced into service via clearly adhered to release management process  
- Use version control/team collaboration software to ensure robust delivery mechanism from project/BAU delivery through to deployment to live environment via Service Delivery team  
- Use expertise to ensure continual evolution of the global data platform in-line with industry best practise  
- Act as 3rd line escalation for complex technical support issues where applicable  
 
- New challenge in a International company. SSC. English. Barcelona.  
- Azure, Power BI, Data bricks, Salesforce  
 
Skills/Experience:
 
Must have:
 
- Excellent delivery focus and drive  
- Excellent BI and Data Warehousing skills  
- Strong Microsoft SQL Server and Analysis Services (SSAS Tabular and OLAP) skills  
- Data modelling: Kimball methodologies  
- Knowledge and understanding of cloud computing infrastructure - Microsoft Azure platform preferred  
- Power BI  
- SaaS/PaaS/IaaS  
- Microsoft TFS/VSTS  
- Excellent knowledge of source control using Git  
- Excellent technical aptitude with desire to learn new skills  
- Ability to manage technical delivery of packages of work in an independent way  
- Direct experience of working in a global team and proven ability to address issues and challenges associated with global working, varied timezone and geographical distance  
- Proficient in English language  
 
Candidates with any of the following are strongly preferred:
 
- DataBricks  
- Azure Storage  
- Azure Functions  
- Azure Data Factory Versions 1 and 2  
- Azure SQL DB  
- Azure Analysis Services  
- DAX  
 
Preferred:
 
- Knowledge of financial systems, their processes and the data structures which support those processes.  
- Detailed knowledge of CRM solutions in particular relating the Recruitment industry including their processes and the data structures which support those processes.  
- MS DevOps  
- CI/CD  
- Python/Pyspark  
- SalesForce  
- NetSuite  
- Development project methodologies including Agile, Sprint, SCRUM, Waterfall, PRINCE2  
 
Mandatory Attitudes and Behaviours:
 
- Proactive  
- Solution and delivery oriented  
- Analytical and strong attention to detail  
- Pragmatic - able to balance competing pressures and influences  
- Good communication style able to influence business decisions  
- Able to work with staff at senior and junior levels and from a range of cultural backgrounds  
 
Are you looking for a place to work that inspires and challenges you? A place to unleash your potential? Then the PageGroup Barcelona Shared Service Center (SSC), with its flexible, open culture and meritocratic structure is the place for you.  
 
- Food Voucher  
- Health Insurance  
- Life Insurance  
- Bonus  
- Hybrid Model: 2 days from home  
- Office based in Plaza Europa  
- International environment",https://www.tecnoempleo.com/data-platform-developer-michael-page/azure-power-bi-data-bricks-salesforce/rf-508c1959d2c97319ec40
Ingeniero líder software de datos,EPAM,Madrid,España,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						¿Eres una persona profesional de mente abierta y con fluidez en el lenguaje de programación Scala? Si eso te describe, esta podría ser la oportunidad perfecta para unirte a EPAM como Líder en Ingeniería de Datos. Estamos buscando a alguien que trabaje en equipo, con excelentes habilidades de comunicación y organización, maestría en ingeniería y un nivel de inglés B2+/C1 para comunicarse fluidamente con interlocutores angloparlantes, compartir ideas y razonamientos.
Como parte de este proyecto, nuestros equipos de Datos están trabajando en migrar los flujos de trabajo de los Productos de Datos desde Oracle a Databricks. En EPAM, entrarás a un ambiente de trabajo dinámico y ágil, yudando a clientes del Fortune 1000 mientras te adhieres a las mejores prácticas de ingeniería. Si eres una persona experta en Scala con una pasión por transformar soluciones de datos, únete a nosotros en Madrid, Málaga o de manera remota a través de España para estar en la vanguardia de la innovación con EPAM.
#LI-DNI 
¿Cuáles serán tus funciones?
  - Desarrollar, monitorear y operar el flujo de datos más utilizado y crítico en el cliente Datos de Órdenes de Venta (incl. información posterior a la orden, e.g., envío, devolución, pago)
 - Consultar con analistas, científicos de datos y gerentes de producto para construir y mejorar continuamente el KPI de ""Fuente Única de Verdad"" para la dirección del negocio, como la medición central de Contribución al Beneficio (PC II)
 - Redesarrollar antiguos flujos de trabajo heredados a nuevas versiones avanzadas y estándares que sean fáciles de mantener y escalables para demandas futuras
 - Aprovechar y mejorar un conjunto de tecnologías basadas en la nube que incluye AWS, Databricks, Kubernetes, Spark, Airflow, Python y Scala
 
¿Qué buscamos?
  - Experiencia en Apache Spark junto con Spark Streaming
 - Sólida experiencia práctica con Databricks y delta-lake
 - Fluidez en el lenguaje de programación Scala
 - Experiencia en SQL
 - Buen conocimiento y experiencia práctica con CI/CD
 - Amplia experiencia de trabajo con GitHub
 - Fluidez trabajando con el entorno de AWS
 - Capacidad para construir flujos de trabajo con Apache Airflow
 
Te dará una ventaja
  - Presto
 - Superset
 - Starburst
 - Oracle & Exasol
 
¿Qué ofrecemos?
  - Seguro médico privado
 - Plan de Compra de Acciones para Empleadxs de EPAM
 - Baja por enfermedad pagada al 100%
 - Programa de Referenciados
 - Certificación profesional
 - Cursos de idiomas",https://www.tecnoempleo.com/ingeniero-lider-software-datos-epam/aws-databricks-kubernetes-spark-airflo/rf-1d181674221103ab1741
Data Engineer / BI,PSS,N/A,28/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						¿Te apetece formar parte de una compañía del sector IT? Si estás buscando un proyecto estable y quieres seguir evolucionando en tu carrera profesional acompañado del mejor talento, en PSS queremos conocerte.
Actualmente estamos seleccionando un Data & BI Engineer con experiencia en modelado de datos, ETL e integración de datos para un proyecto en Madrid en un entorno Cloud y Big Data.
Para ello, ¿qué necesitamos?
Experiencia en Business Intelligence (BI), modelado de datos y SQL.
Manejo de herramientas ETL como Informatica Cloud, Azure Data Factory o Talend.
Conocimientos en plataformas de gestión y gobernanza de datos como Azure PurView.
Familiaridad con integración de datos desde múltiples fuentes y APIs.
Deseable experiencia en Power BI o herramientas de visualización de datos.
Valorable conocimiento en Sonarqube y OpenShift.
Inglés medio (deseable, pero no imprescindible).
Y llegados a este punto... ¿qué te ofrecemos?
✔ Contrato Indefinido con PSS, brindándote estabilidad laboral.
✔ Salario acorde a la experiencia aportada.
✔ Modelo de trabajo híbrido en Madrid (3 días presencial, 2 remoto).
✔ Proyecto sólido y estable en un entorno tecnológico puntero.
✔ Plan de carrera y formación continua para impulsar tu crecimiento profesional.
✔ Retribución flexible con ventajas fiscales: seguro médico privado, ticket restaurante, ticket guardería y ticket transporte.
✔ Campaña de referenciados: si conoces a alguien que encaje, ¡invítalo y recibe un premio especial!
✔ Portal de Descuentos: acceso exclusivo a ofertas en tecnología, viajes, moda y más.
PSS, comprometida con la Igualdad.",https://www.tecnoempleo.com/data-engineer-bi-pss/sql-azure-api-data-cloud-etl-rest/rf-586b12bdf290a3a87c44
Data Engineer Senior,Page Personnel,Madrid,España,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						Perfil buscado (Hombre/Mujer)
 
• Diseñar, construir y desplegar soluciones de datos eficientes y confiables.  
• Gestionar y optimizar flujos de datos, sistemas y procesos relacionados.  
• Colaborar con equipos interdisciplinarios para apoyar sus necesidades de datos.  
• Implementar mejoras continuas en los sistemas de datos y procesos.  
• Garantizar la calidad y la integridad de los datos.  
• Crear y mantener documentación técnica detallada.  
• Mantenerse al día con las últimas tendencias y tecnologías en el campo de la ingeniería de datos.  
 
• Cliente potente en crecimiento en España  
• Empresa líder  
 
El/la candidato/a seleccionado deberá cumplir los siguientes requisitos:  
 
• Título universitario en Informática, Ingeniería de Software o campo relacionado.  
• Experiencia de a partir de 5/6 años en ingeniería de datos.  
• Fuertes habilidades de programación y desarrollo de software.  
• Conocimiento profundo de las bases de datos SQL y NoSQL.  
• Experiencia con herramientas de visualización de datos.  
• Fuertes habilidades de comunicación y colaboración.  
• Capacidad para resolver problemas complejos y pensar de manera analítica.  
• Fluidez en español e inglés.  
 
Nuestro cliente es una organización de tamaño medio especializada en Tecnología y Telecomunicaciones. Con un enfoque en soluciones de análisis de datos, están buscando expandir su equipo en Madrid.  
 
• Un salario competitivo, entre 55.000€ - 70.000€.  
• Excelentes oportunidades de crecimiento y desarrollo profesional.  
• Ambiente de trabajo colaborativo y respetuoso.  
• Flexibilidad en cuanto a horarios y lugar de trabajo.  
• Vacaciones generosas y política de días personales.  
• Ubicación central en Madrid con fácil acceso a transporte público.",https://www.tecnoempleo.com/data-engineer-senior-page-personnel/sql-data/rf-ea78185922c94321d440
Data Engineer with Snowflake,DAC.digital,N/A,27/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						At DAC.digital, we are constantly growing our business. As part of our growth strategy, we are starting a strategic partnership with one of the biggest consulting companies in Germany with a strong focus on Data Management. Their clients include major banking, insurance, retail, telecommunications, and automotive brands.
Key information:
Salary:
- 4 000 – 5 000 EUR net/month – pure B2B contract
You will be responsible for supporting our team in:
- managing and supporting Application Management Services (AMS), including the maintenance and operation of applications in the production environment;
- assisting with the ongoing development of projects, ensuring seamless integration and smooth transitions from - development to production stages;
- providing operational support for existing applications, ensuring their stability and performance;
- collaborating with cross-functional teams to identify and address issues related to the application lifecycle;
- contributing to continuous improvement initiatives in application management and development processes.
Technology stack:
- Snowflake
- dbt
- Git
- Modelling
- Data Management
It is vital that you have:
- solid experience with Snowflake and dbt;
- knowledge of English (min. B2)
- working in agile methodologies (Scrum, Kanban);
- good communication skills;
- eager to learn and share knowledge;
- willing to travel if necessary (conferences, coworking events, etc.)",https://www.tecnoempleo.com/data-engineer-with-snowflake-dacdigital/snowflake-git-agile-data-managemen/rf-dd0a133a32934329774c
Business Analyst - ETF & Credit Trading,Axiom Software Solutions,N/A,27/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						JD:
Business Analyst - ETF & Credit Trading
Ce Description
The ETF/Credit Desk in Madrid have a need for a fully integrated IT solution to their requirements, which are (at a high level):
Calculation of ETF pricing, for voice quotation and for transmission to electronic trading systems
Data consolidation from multiple external sources and cleanup, to allow pricing and trading from a unified set of data
Integration with e-trading systems such as ION but also in-house solutions
Algo trading
Position and Risk Management, P&L
Role Description
Santander seeks a senior Business Analyst, experienced in working with market-making Credit traders and understanding their requirements. The role of the Business Analyst will be critical to ensure full definition, visibility and understanding of the requirements across all stakeholders, and to communicate the detail of the requirements to the technical teams and architectural lead, to ensure deliver of a high-quality solution.
The Business Analyst will also perform project management functions; tracking and communicating progress to stakeholders, senior management and to the Rates/Credit Programme Manager.
Santander uses the Agile methodology, so the Business Analyst will be responsible for maintaining the Epics and User Stories consistent with a Roadmap, and for building out the content of the User Stories for consumption by the development and testing/QA teams.",https://www.tecnoempleo.com/business-analyst-etf-credit-trading-axiom-software/agile-data-lean-testing/rf-d82a166ce26953743d46
Operador/a Sistemas 24x7,Digital Talent Agency,N/A,27/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						¿Buscas nuevos retos donde crecer profesionalmente en una compañía que te dé estabilidad?
Posición de Operador/a de Sistemas 24x7 para formar parte de un cliente líder en el desarrollo de soluciones Cloud para pequeñas y medianas empresas y presencial a nivel internacional.
Ubicación: Alcobendas, Madrid (Metro La Granja)
¿CÓMO SERÁ TU DÍA A DÍA?
 Monitorización y operación de los equipos, servidores y aplicaciones
Realizar tareas de mantenimiento y control en Datacenter
Ejecución de procedimientos de gestión y de resolución de incidencias
Participar en la mejora y desarrollo de los sistemas, herramientas y procedimientos de supervisión, gestión y operación.
Operación y mantenimiento de plataformas tanto internas como dedicados a clientes
Apoyo en la provisión de servicios de Sistemas TI
Resolución de primer nivel de incidencias relacionados con Sistemas TI
Tareas planificadas de mantenimiento en horario de bajo impacto, generalmente fuera del horario laboral
¿QUÉ TE HARÁ TRIUNFAR EN ESTA POSICIÓN?
Conocimientos y experiencia en la administración/operación de entornos Microsoft Server y Linux,
Conocimiento y experiencia en herramientas de gestión y monitorización (Zabbix, Hobbit/Xymon, HPOV, Nagios, Cricket, MRTG, etc).
Conocimientos y experiencia demostrable en aplicaciones Plesk , Cpanel o similares.
Conocimientos y experiencia demostrable con tecnologías de virtualización de servidores tanto de Microsoft (Hyper-V), cómo con tecnología VMWare.
Disponibilidad de incorporación el 1 de noviembre.
¿QUÉ OFRECEMOS?
Modalidad de trabajo presencial en las oficinas de Alcobendas, Madrid (Metro La Granja)
Contrato directamente con una importante compañía del sector telecomunicaciones,
Horario rotativo 24x7 (mañana, tarde y noche).
Posición estable, indefinida y de larga duración.
Salario establecido en 19k de fijo + 1k de variable anual, + ticket restaurante (1.440€ / año) + Seguro de Vida.
Oportunidades de formación en tecnologías punteras,
Grandes posibilidades de aprendizaje y crecimiento profesional.
Trato cercano y seguimiento: vas a estar en constante comunicación con nosotros para saber cómo avanza el proyecto.
¡DA EL PASO PARA COMENZAR TU NUEVA ETAPA PROFESIONAL!
En Zemsania, creemos en la igualdad de oportunidades y en la diversidad como valores fundamentales para el éxito de nuestra organización. Por ello, garantizamos un proceso de selección basado en el mérito y sin discriminación por motivos de género, edad, discapacidad, orientación sexual, raza, religión o cualquier otra condición personal o social.",https://www.tecnoempleo.com/operador-sistemas-24x7-digital-talent-agency/linux-data-vmware-cloud-rest-/rf-ba351ea532fb63a4a04b
Programador Big Data. Teletrabajo,Second Window,Madrid,España,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						Te ofrecemos crecer con nosotros en nuestra unidad tecnológica como Programador Big Data en un puesto muy estable y a largo plazo, y en modalidad TELETRABAJO 100%. Cliente perteneciente al sector bancario
¿QUÉ NECESITAMOS?
-Experiencia en Desarrollar y gestionar ETL
-Experiencia trabajando con Big Data - Spark y Python
-Experiencia con diferentes estructuras de bases de datos, incluido SQL (Postgres, Oracle)
-Experiencia trabajando en integración continúa ágil/DevOps
Deseables:
-Conocimiento de PowerBl y Databricks R
-Buen nivel de inglés deseable
¿QUE TE PODEMOS OFRECER?
· Contratación indefinida
. Modalidad de trabajo: TELETRABAJO
· .Rango salarial: 38-40k b/año
· Beneficios sociales: Seguro médico privado y seguro de vida
· Retribución flexible: tickets restaurante, tickets guardería, tarjeta transporte
· 23 días de vacaciones y el día de tu cumpleaños
· Plan de formación personalizado.
 
Si sientes que podrías encajar y te apetece la experiencia, ¡ponte en contacto con nosotros! Y te daremos toda la información que necesites. ¡Abre una nueva ventana a tu futuro con Second Window! ¡Inscríbete!",https://www.tecnoempleo.com/programador-big-data-teletrabajo-second-window/spark-python-sql-ci-cd-powe/rf-054d17b2d2dbe398984d
Cloud Solution Architect,Axiom Software Solutions,N/A,27/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						JD
Role:  Senior Cloud Architect 
WHAT YOU WILL BE DOING
 
As part of the Counterparty Credit Risk (CCR) Internal Model, one of the lines where the focus will be put on are the definition, development and implementation of an Exploitation Tool based on Atoti technology: Active Viam.
This new exploitation tool should cover the CCR, CVA Desk, and Structuring and Sales Requirements. The implementation consists in different blocks:
1.      Migration of current Qlik’s reports to Active Viam.
2.      Development new necessary reports to CCR Internal Model (Backtesting, stress test...).
This mission required a Technical Specialist Developer in XVT, who will be collaborate closely within the XVA stakeholders (Quants Team, Counterparty Credit Risk, Market Risk, Methodology, Admission, Internal Model Validation, the XVA Trading Desk and Sales). You will participate in the requirements gathering and the definition of the new exploitation tool.
You will be focus on the definition and execution of the developments in Atoti for create the new reporting tool.
You will need to take decisions regarding the evolution of the technical solution (involving hardware and software) considering business needs, IT requirements and model evolution.
You will proceed with the development, certification and productive release, being crucial in the Counterparty Credit Risk (CCR) Internal Model.
 
We need somebody like you to help us in different fronts:
-         Providing all support to the teams with criteria and determination.
-         Work closely with business stakeholders to understand their needs, objectives and challenges.
-         Document and definition the technical solution, processes and workflows.
-         Develop, certification and implementation the reports.
 
WHAT WE ARE LOOKING FOR
•      Required qualifications
-         Competence and proven experience of +3 years in:
o  CIB Markets area projects
o  Risks Projects and In-house engines
o  Financial products
o  Trading Desk & Risk metrics: ideally knowledge XVA and Counterparty Risk metrics.
-         Advanced expertise in QlikSense.
•      Desirable knowledge:
-         Atoti, really desirable.
-         Big Data and Data Base Management: DataLakes, Data bricks, Cloud, SQL
-         Software development frameworks:
o  Agile environments: Scrum, Kanban; and tools: Jira, Confluence
o  Service Now, Control M, Control M web, Hue, etc.
•      Soft Skills:
-         Communication.
-         Teamwork,
-         Adaptability.
-         High level of proactivity and anticipation.
-         Orientation to results.
-         High analytical capacity
-         Collaborative attitude
-         Business Oriented
•      Languages.
-         Spanish – is a plus
-         English - professional proficiency",https://www.tecnoempleo.com/cloud-solution-architect-axiom-software-solutions/sql-jira-agile-data-scru/rf-1e241ca7e255a37f5742
Data Engineer,Inkoova,N/A,27/03/2025,,N/A,N/A,N/A,N/A,"Descripción de la oferta de empleo					



						Buscamos un Data Engineer con experiencia en Google BigQuery o Microsoft Azure Data Lake para incorporarse a nuestro equipo. La persona seleccionada trabajará en un entorno dinámico y colaborativo, desarrollando soluciones de almacenamiento y procesamiento de datos. Se valorará explotación de los datos con herramientas analíticas como Power BI i de IA (open AI o Gemini).
Requisitos:
•	Experiencia previa en Google BigQuery o Microsoft Azure Data Lake.
•	Conocimientos en arquitecturas y servicios de datos.
•	Capacidad para diseñar e implementar soluciones eficientes de almacenamiento y procesamiento de datos.
Se ofrece:
•	Contrato indefinido.
•	Modalidad híbrida de trabajo.
•	Acceso a cursos y formaciones profesionales.
•	Desarrollo profesional en un entorno innovador y en crecimiento.",https://www.tecnoempleo.com/data-engineer-inkoova/azure-data-power-bi-lan-ios-microsoft-bigquery-azure/rf-4e031ace8257039d9f49
